VehicleID,Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
VHL18167,Lagos,Lexus,RX 350 FWD,"2,015",Red,13,Foreign Used,55436
VHL13315,Abuja,Mercedes-Benz,GLK-Class 350,"2,011",White,5.7,Nigerian Used,
VHL14765,Lagos,Lexus,ES 350,"2,008",Black,4.55,Foreign Used,73000
VHL12583,Abuja,Toyota,RAV4,"2,008",White,2.6,Nigerian Used,
VHL10874,Abuja,Buick,Enclave,"2,009",Red,3.8,Foreign Used,79652
VHL12599,Lagos,Lexus,ES 350,"2,007",Black,4,Foreign Used,65000
VHL15658,Lagos,Toyota,Venza LE AWD,"2,013",Silver,11.25,Foreign Used,98524
VHL18665,Abuja,Toyota,Highlander,"2,017",Black,15,Foreign Used,
VHL15898,Abuja,Honda,Accord,"2,004",Blue,1.5,Nigerian Used,123541
VHL16096,Abuja,Toyota,FJ Cruiser,"2,013",Silver,8.6,Foreign Used,
VHL10771,Abuja,Lexus,IS 300 AWD,"2,019",Black,18.8,Foreign Used,12000
VHL12139,Abuja,Lexus,GX 470 Sport Utility,"2,006",White,7,Foreign Used,
VHL12773,Ibadan,Toyota,RAV4 LE AWD (2.5L 4cyl 6A),"2,017",Blue,11.5,Foreign Used,
VHL11589,Lagos,Lexus,RX,"2,013",Gray,12.3,Foreign Used,65214
VHL14128,Abuja,Mercedes-Benz,C-Class,"2,017",White,20,Nigerian Used,33000
VHL15092,Abuja,Toyota,Corolla,"2,004",Silver,1.9,Nigerian Used,
VHL14806,Lagos,Lexus,RX 350 AWD,"2,009",Red,5.45,Foreign Used,
VHL16663,Lagos,Toyota,Corolla LE (1.8L 4cyl 2A),"2,018",Red,9.25,Foreign Used,
VHL18344,Abuja,Toyota,Highlander Limited 4x4,"2,009",Gray,4.5,Nigerian Used,
VHL15640,Abuja,Toyota,Camry,"2,018",White,19,Foreign Used,
VHL16789,Abuja,Mercedes-Benz,S-Class,"2,022",Blue,270,Brand New,
VHL10502,Lagos,Lexus,RX,"2,010",Black,8.8,Foreign Used,62847
VHL16838,Lagos,Lexus,ES 350 FWD,"2,014",Red,15,Foreign Used,
VHL15435,Abuja,Lexus,GX 460 Base,"2,018",White,32,Foreign Used,
VHL13679,Lagos,Toyota,RAV4 4x4,"2,009",Gray,4.5,Nigerian Used,62532
VHL11756,Abuja,Dodge,Challenger,"2,016",Blue,13.3,Foreign Used,42513
VHL13809,Lagos,Lexus,GX,"2,018",White,28,Foreign Used,
VHL16570,Lagos,Volkswagen,Jetta,"2,010",Green,1.13,Nigerian Used,184724
VHL12183,Lagos,Lexus,GX 460 Base,"2,017",Gray,29.85,Foreign Used,72000
VHL13295,Lagos,Rover,220,"2,018",Black,43.8,Foreign Used,75000
VHL14541,Ibadan,Toyota,Camry,"2,004",Green,1.65,Nigerian Used,142542
VHL13927,Ibadan,Mitsubishi,L200,"2,005",White,2.65,Nigerian Used,109000
VHL11738,Ibadan,Toyota,Avalon,"2,018",Silver,14.57,,56335
VHL11499,Abuja,Mercedes-Benz,C180,"2,005",Silver,2.55,Foreign Used,98254
VHL19897,Abuja,Mercedes-Benz,GLK-Class 350,"2,011",Gold,7.2,Foreign Used,48000
VHL12519,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,"2,011",Black,8.5,Foreign Used,77413
VHL15223,Ibadan,Toyota,Venza AWD,"2,011",Gray,5.85,Nigerian Used,66525
VHL12693,Lagos,Toyota,Sienna,"2,002",Gray,1.24,Nigerian Used,256771
VHL14426,Abuja,Mercedes-Benz,G-Class,"2,008",White,16.5,Nigerian Used,96999
VHL19140,Abuja,Toyota,Highlander,"2,015",Gray,14.5,Foreign Used,
VHL18629,Lagos,Lexus,ES 350,"2,008",White,4.3,Foreign Used,92000
VHL17130,Abuja,Mercedes-Benz,GLE-Class,"2,017",Black,39,Foreign Used,23000
VHL15889,Lagos,Mercedes-Benz,M Class,"2,012",Blue,12.3,Foreign Used,
VHL17784,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,010",White,6.95,Foreign Used,72345
VHL16069,Abuja,Mercedes-Benz,C300,"2,015",White,13.5,Foreign Used,72231
VHL18037,Abuja,Toyota,Camry,"2,014",Green,6.2,Foreign Used,65428
VHL13872,Abuja,Dodge,Journey,"2,010",Gray,4.5,Foreign Used,45000
VHL11995,Abuja,Toyota,Highlander,"2,006",Red,2.75,Nigerian Used,102351
VHL17482,Abuja,Mercedes-Benz,C350,"2,008",Black,4.7,Foreign Used,
VHL19593,Abuja,Mercedes-Benz,E350,"2,015",Black,13.5,Foreign Used,
VHL17377,Lagos,Toyota,Land Cruiser 5.7 V8 GXR,"2,020",Black,64.5,Brand New,100
VHL16399,Lagos,Lexus,RX 350,"2,010",Blue,8.8,Foreign Used,56000
VHL19055,Abuja,Honda,Pilot,"2,005",Gray,1.8,,186729
VHL16878,Lagos,Toyota,Corolla,"2,018",Black,7.3,Foreign Used,
VHL13709,Abuja,Lexus,GX 460 Matt,"2,021",Black,60,Brand New,3
VHL11274,Abuja,Mercedes-Benz,E400,"2,015",Blue,12.9,Foreign Used,41275
VHL14599,Lagos,Acura,MDX,"2,008",Red,3.9,Foreign Used,985123
VHL12730,Abuja,Mercedes-Benz,GLE-Class,"2,021",Gray,85,Brand New,
VHL18783,Lagos,Lexus,RX 350,"2,011",Gray,8.8,Foreign Used,123455
VHL12484,Ibadan,Toyota,Highlander,"2,011",Black,7.6,Foreign Used,89000
VHL12727,Abuja,Toyota,Land Cruiser 5.7 V8 VXR,"2,020",Black,132,Foreign Used,25000
VHL12372,Abuja,Toyota,Corolla,"2,006",Black,2.1,Nigerian Used,
VHL12648,Abuja,Toyota,Hilux 2.7 VVT-i 4X4 SRX,"2,012",White,6,Nigerian Used,78000
VHL14809,Lagos,Toyota,RAV4,,White,5.62,Foreign Used,
VHL13039,Abuja,Honda,Pilot EX-L 4x4 (3.5L 6cyl 5A),"2,007",Black,3.7,Foreign Used,85000
VHL13692,Lagos,Lexus,LX,"2,016",White,49.4,Foreign Used,
VHL19135,Abuja,Toyota,Corolla,"2,016",Red,6.7,Foreign Used,40000
VHL17630,Lagos,Toyota,Camry,"2,009",Silver,4.2,Foreign Used,69874
VHL10280,Abuja,Mercedes-Benz,M Class,"2,012",Black,8.3,Nigerian Used,
VHL11956,Lagos,BMW,X5,"2,010",Silver,9.5,Foreign Used,180000
VHL18597,Abuja,Lexus,GX,"2,015",Gray,18.5,Foreign Used,
VHL16660,Lagos,Lexus,NX 300 FWD,"2,018",Red,16.88,Nigerian Used,8888
VHL18425,Lagos,Lexus,ES 350,"2,010",Red,5.3,Foreign Used,23199
VHL16311,Abuja,Toyota,Land Cruiser Prado,"2,015",Black,15.5,Nigerian Used,
VHL14759,Lagos,Lexus,GX 460 Premium,"2,013",Pink,16.5,Foreign Used,
VHL18976,Lagos,Lexus,ES 350,"2,008",Blue,4.68,Foreign Used,50000
VHL13886,Lagos,Lexus,GX 460 Luxury,"2,018",Black,31.5,Foreign Used,17012
VHL10717,Lagos,Toyota,Venza LE FWD,"2,013",Gold,8,Foreign Used,125800
VHL16261,Lagos,Lexus,RX,"2,020",White,33.5,Foreign Used,
VHL17303,Abuja,Lexus,ES 350 FWD,"2,013",Red,10.5,Foreign Used,
VHL13554,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,012",Silver,12.5,Foreign Used,52000
VHL18915,Abuja,Lexus,GX 470,"2,004",Gold,4.4,Nigerian Used,
VHL11834,Lagos,Lexus,RX,"2,000",Black,1.65,Nigerian Used,99803
VHL10229,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,013",Gray,13.8,Foreign Used,83650
VHL11828,Lagos,Nissan,Patrol,"2,019",Black,50.97,,
VHL14909,Abuja,Kia,Sportage,"2,011",Black,4.4,Nigerian Used,68523
VHL15775,Ibadan,Lexus,IS 250,"2,008",Red,3.9,Foreign Used,
VHL14174,Ibadan,Lexus,RX 350,"2,011",Black,10,Foreign Used,
VHL12087,Lagos,Lexus,ES 350,"2,008",Gray,4.6,Foreign Used,
VHL10537,Lagos,Toyota,Camry,"2,009",Silver,3.9,Foreign Used,
VHL10747,Lagos,Lexus,IS,"2,011",Silver,6.8,Foreign Used,
VHL10807,Abuja,Toyota,Corolla,"2,013",White,5.85,Foreign Used,97000
VHL14933,Lagos,Lexus,ES 350,"2,010",Red,5.5,Foreign Used,109164
VHL10534,Abuja,Mercedes-Benz,CLA-Class,"2,014",Gray,10.5,Foreign Used,
VHL19802,Abuja,Lexus,LX 570 (5 Seats) AWD,"2,021",Black,195,Brand New,337
VHL13658,Abuja,Toyota,Camry,"2,005",Gray,1.65,Nigerian Used,
VHL13503,Abuja,Toyota,Hilux,"2,021",White,26,Brand New,774
VHL14532,Lagos,Toyota,Sequoia,"2,006",Gray,3.9,Foreign Used,49739
VHL16849,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,012",White,12,Foreign Used,58355
VHL11689,Lagos,Lexus,RX,"2,003",Green,3.2,Foreign Used,100808
VHL17784,Abuja,Toyota,Sienna,"2,016",Blue,14,Foreign Used,75589
VHL13683,Lagos,Toyota,Highlander Limited,"2,010",Blue,7.8,Foreign Used,
VHL11213,Abuja,Toyota,Hilux,"2,013",White,11,Foreign Used,130222
VHL18322,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,014",Gray,11,Foreign Used,78354
VHL14673,Abuja,Toyota,Corolla,"2,004",Gray,2.55,Foreign Used,147000
VHL11564,Lagos,Mercedes-Benz,C300,"2,010",Black,5.3,Foreign Used,
VHL12877,Abuja,Toyota,Venza,"2,014",Black,9.5,Foreign Used,45000
VHL16347,Lagos,Scion,iM Base,"2,016",Red,5,Nigerian Used,112000
VHL13993,Abuja,BMW,X1 xDrive28i AWD,"2,016",White,17.5,Foreign Used,35984
VHL14090,Abuja,Honda,Civic,"2,013",White,4.25,Foreign Used,
VHL17984,Lagos,Toyota,RAV4 LE AWD,"2,019",Gray,19.5,Foreign Used,18000
VHL11739,Abuja,Mercedes-Benz,C300,"2,013",Silver,5.7,Nigerian Used,
VHL10963,Abuja,Toyota,Corolla,"2,014",Brown,4.73,Nigerian Used,125587
VHL13087,Lagos,Lexus,RX 350 AWD,"2,015",Gray,12.5,Foreign Used,
VHL19906,Lagos,Toyota,Camry,"2,014",Gray,7.6,Foreign Used,38652
VHL19076,Abuja,Toyota,RAV4 2.5 4x4,"2,010",Silver,5.2,Foreign Used,67213
VHL11207,Abuja,Land Rover,Range Rover Evoque,"2,014",White,8.9,Nigerian Used,88000
VHL17267,Lagos,Lexus,RX,"2,017",White,18.88,Foreign Used,65000
VHL18225,Lagos,Lexus,GX 460 Luxury,"2,015",White,19.5,Foreign Used,32100
VHL17024,Abuja,Mercedes-Benz,CLA-Class,"2,015",Gray,11,Foreign Used,
VHL11960,Lagos,Lexus,RX 350 F Sport AWD,"2,019",White,32.5,Foreign Used,
VHL14955,Lagos,Lexus,ES 350,"2,008",White,4.5,Foreign Used,75000
VHL14047,Lagos,Lexus,GX 460 Base,"2,017",Blue,27,Foreign Used,
VHL16562,Lagos,Lexus,ES 350,"2,007",Black,4.5,Foreign Used,
VHL15171,Lagos,Nissan,Altima 2.5 S Sedan,"2,011",Gray,3.38,Foreign Used,196529
VHL18240,Lagos,Lexus,IS,"2,007",Silver,3.3,Foreign Used,
VHL11263,Abuja,Pontiac,Vibe,"2,008",Gray,4,Foreign Used,141621
VHL10413,Abuja,Toyota,Highlander Limited,"2,010",Silver,7,Foreign Used,126000
VHL14719,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,011",White,7,Foreign Used,65000
VHL19663,Abuja,Honda,Accord 2 I-Vtec Automatic,"2,009",Gold,3.3,Foreign Used,
VHL19022,Lagos,Lexus,ES 350,"2,009",Black,3.75,Foreign Used,65000
VHL13937,Lagos,Lexus,IS,"2,008",Red,4,Foreign Used,
VHL12739,Lagos,Lexus,RX,"2,008",Blue,5.1,Foreign Used,
VHL16443,Ibadan,Scion,xB Base,"2,008",Pink,1.86,Nigerian Used,111963
VHL17431,Lagos,Mercedes-Benz,C300,"2,015",Black,15.5,Foreign Used,
VHL14318,Ibadan,Toyota,Camry,"2,008",Gold,3,Foreign Used,83000
VHL10257,Lagos,Infiniti,QX,"2,014",Black,13.8,Foreign Used,
VHL19338,Abuja,Toyota,Tacoma PreRunner Access Cab,"2,006",Gold,7.8,Foreign Used,
VHL19287,Abuja,Toyota,Corolla 1.6 GLS,"2,004",Silver,1.85,Nigerian Used,
VHL18799,Ibadan,Mitsubishi,L200 Club Cab 2 4WD,"2,000",White,1.8,Nigerian Used,296648
VHL10104,Lagos,Toyota,Highlander SE 3.5L 2WD,"2,013",Purple,8.6,Foreign Used,
VHL18625,Lagos,Toyota,Camry 3.5 LE,"2,008",Gold,3.45,Foreign Used,69000
VHL13766,Abuja,Toyota,Sequoia,"2,004",White,1.85,Nigerian Used,
VHL16815,Lagos,Toyota,Camry,"2,009",Silver,3.26,Nigerian Used,31885
VHL15143,Abuja,Toyota,Corolla,"2,013",Red,4.2,Nigerian Used,120370
VHL15356,Lagos,Toyota,Highlander Limited V6 4x4,"2,006",Gold,4.6,Foreign Used,112000
VHL13941,Abuja,Toyota,Camry,"2,005",Gold,1.6,Nigerian Used,
VHL16486,Ibadan,Mercedes-Benz,S-Class S 500 (W220),"2,000",Black,1.46,Nigerian Used,394996
VHL18142,Lagos,Toyota,Sienna,"2,006",Red,3.2,,191352
VHL15880,Lagos,Mercedes-Benz,M Class ML 350 TEC 4Matic,"2,012",White,12.25,Foreign Used,
VHL13144,Lagos,Lexus,RX 330 4WD,"2,005",Gray,5.3,Foreign Used,
VHL19658,Lagos,Toyota,4-Runner Limited,"2,008",Black,4.5,Foreign Used,65362
VHL12413,Lagos,Lexus,RX 350 AWD,"2,019",Black,27.5,Foreign Used,6000
VHL18066,Lagos,Lexus,GX 470 Sport Utility,"2,006",Black,7.3,Foreign Used,49220
VHL15489,Abuja,Toyota,Land Cruiser 4.5 V8 GXR,"2,009",Black,15,Nigerian Used,
VHL15798,Lagos,Toyota,Tacoma,"2,010",Red,8.3,Foreign Used,101427
VHL19542,Abuja,Toyota,RAV4,"2,007",Silver,3.2,Nigerian Used,120034
VHL14363,Abuja,Honda,Pilot,"2,010",Black,4.71,,91775
VHL14095,Lagos,Toyota,RAV4 2.5 4x4,"2,011",Green,5,Foreign Used,
VHL12768,Lagos,Land Rover,Rover Lr2,"2,008",Black,2.59,,139707
VHL19319,Lagos,Lexus,LX 570 AWD,"2,014",Black,27,Foreign Used,
VHL15399,Abuja,Toyota,Tundra,"2,007",White,6.19,Nigerian Used,51399
VHL16676,Lagos,Lexus,GX 460 Luxury,"2,015",Black,,Foreign Used,
VHL16812,Ibadan,Toyota,Corolla,"2,011",Black,4.2,Foreign Used,86000
VHL12576,Ibadan,Toyota,RAV4,"2,006",White,3.71,Foreign Used,201305
VHL10680,Abuja,Kia,Sportage,"2,013",Silver,3.6,Nigerian Used,71776
VHL10581,Abuja,Toyota,Highlander,"2,012",Pink,9,Foreign Used,40000
VHL12507,Abuja,Lexus,GX 460,"2,010",Black,17.5,Nigerian Used,
VHL10307,Lagos,Lexus,LX 570 AWD,"2,019",Black,75,Foreign Used,5000
VHL18415,Lagos,Toyota,Venza AWD,"2,012",White,8.5,Foreign Used,
VHL18072,Ibadan,Toyota,Camry,"2,001",Silver,1.2,Nigerian Used,99000
VHL19433,Abuja,Toyota,Corolla,"2,017",Black,7,Foreign Used,
VHL18793,Abuja,Toyota,Camry,"2,014",Black,4.1,Nigerian Used,139074
VHL15277,Abuja,Toyota,Hilux,"2,013",White,9.5,Nigerian Used,85888
VHL19438,Abuja,Mercedes-Benz,M Class,"2,006",Silver,4.5,Foreign Used,70000
VHL14041,Lagos,Toyota,RAV4 2.5 4x4,"2,011",Blue,5.8,Foreign Used,82000
VHL14494,Ibadan,Toyota,Highlander Limited V6,"2,006",Black,4.2,Foreign Used,
VHL12850,Abuja,Toyota,Camry,"2,008",Gray,2.39,Foreign Used,
VHL17293,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,"2,011",Black,8.2,Foreign Used,77000
VHL11273,Lagos,Toyota,Tacoma,"2,010",Silver,6.5,Foreign Used,87000
VHL15871,Lagos,Toyota,Matrix,"2,004",Silver,2.4,Foreign Used,78345
VHL11182,Lagos,Mercedes-Benz,M Class,"2,014",Brown,14.5,Foreign Used,58200
VHL18335,Abuja,Hyundai,Sonata,"2,015",Black,6.5,Foreign Used,85632
VHL10660,Lagos,Lexus,RX 350,"2,010",Gold,8.85,Foreign Used,75886
VHL10998,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,012",Silver,8.8,Foreign Used,85200
VHL18638,Abuja,Pontiac,Vibe,"2,005",Silver,2.7,Foreign Used,124165
VHL14659,Lagos,Lexus,GX 460 Luxury,"2,018",White,30,Foreign Used,31000
VHL12177,Abuja,Toyota,Highlander Limited,"2,008",Gold,5,Nigerian Used,
VHL11881,Abuja,Toyota,Corolla,"2,009",Silver,4,Foreign Used,
VHL18114,Lagos,Toyota,Sienna,"2,000",Green,1.13,Nigerian Used,177311
VHL18695,Abuja,Toyota,RAV4 Automatic,"2,004",Blue,2.6,Foreign Used,94657
VHL15702,Ibadan,Toyota,Highlander 3.5L 4WD,"2,013",Black,8,Foreign Used,120000
VHL14746,Lagos,Lexus,IS 250,"2,007",White,3.9,Foreign Used,
VHL15141,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,012",Black,9.25,Foreign Used,107000
VHL12849,Lagos,Lexus,RX,"2,017",Purple,17,Foreign Used,10422
VHL11046,Abuja,Honda,Accord,"2,017",White,7.9,Foreign Used,
VHL13770,Ibadan,Toyota,Corolla Sedan,"2,001",Red,1.98,Foreign Used,111534
VHL13693,Lagos,Toyota,Camry,"2,009",Green,3.15,Nigerian Used,113252
VHL16470,Abuja,Honda,Accord,"2,018",White,12,Foreign Used,
VHL10068,Abuja,Toyota,Venza V6,"2,012",Silver,4.9,Nigerian Used,
VHL12143,Lagos,Lexus,RX 350 AWD,"2,013",Black,8.4,Nigerian Used,103000
VHL12555,Abuja,Toyota,Land Cruiser 4 V6 GXR,"2,021",Black,48,Brand New,30
VHL12495,Lagos,Acura,MDX,"2,008",Silver,3.7,Foreign Used,68500
VHL16010,Ibadan,Toyota,Highlander LE 4dr SUV (2.7L 4cyl 6A),"2,015",Gray,12,Foreign Used,130000
VHL10996,Abuja,Hyundai,Elantra,"2,013",Black,2.81,Nigerian Used,137210
VHL15908,Abuja,Toyota,Venza V6,"2,009",Black,4.6,Nigerian Used,150000
VHL18036,Abuja,Lexus,IS 250,"2,008",White,4.7,Foreign Used,48000
VHL15042,Abuja,Toyota,Matrix,"2,007",Blue,2.3,Nigerian Used,121000
VHL10644,Lagos,Mercedes-Benz,GL Class GL 450,"2,013",Blue,13.5,Foreign Used,
VHL16809,Ibadan,Toyota,Avensis 2 D Verso,"2,002",Black,2.45,Foreign Used,144321
VHL12668,Lagos,Lexus,ES 350,"2,009",Gold,4.5,Foreign Used,63235
VHL11502,Lagos,Hyundai,Elantra 2 Limited,"2,007",Gold,1.13,Nigerian Used,360863
VHL11541,Abuja,Toyota,Tundra,"2,012",Black,13.8,Foreign Used,60000
VHL14884,Lagos,Mercedes-Benz,C300,"2,012",Black,4.71,,33326
VHL12932,Abuja,Mercedes-Benz,C400,"2,015",Gray,18.5,Foreign Used,99646
VHL15175,Lagos,Toyota,Highlander Limited,"2,012",Green,9.6,Foreign Used,79355
VHL10370,Lagos,Lexus,RX 350 2WD,"2,020",White,30.5,Foreign Used,1000
VHL15530,Ibadan,Lexus,ES 330,"2,005",White,3.2,Foreign Used,145000
VHL10178,Lagos,Mercedes-Benz,M Class,"2,013",White,11.8,Foreign Used,77045
VHL16371,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,009",Black,2.81,Nigerian Used,429408
VHL16666,Ibadan,Lexus,RX,"2,011",Gray,8.5,Foreign Used,
VHL10782,Ibadan,Toyota,Camry SE FWD (2.5L 4cyl 8AM),"2,018",Silver,14.3,Foreign Used,46000
VHL18561,Lagos,Mercedes-Benz,C300,"2,008",Black,4.3,Foreign Used,
VHL16478,Lagos,Toyota,Tacoma PreRunner Access Cab,"2,012",Silver,9.7,Foreign Used,95085
VHL12738,Lagos,Toyota,Camry,"2,012",White,4.9,Foreign Used,78238
VHL17809,Abuja,Mercedes-Benz,C300,"2,008",Black,4.25,Foreign Used,75623
VHL19463,Lagos,Toyota,Highlander Limited 4x4,"2,008",Silver,6.5,Foreign Used,
VHL10450,Lagos,Mercedes-Benz,GL-Class,"2,015",Black,10.2,Foreign Used,
VHL14413,Lagos,Ford,Escape,"2,013",Blue,7,Foreign Used,
VHL16679,Abuja,Mercedes-Benz,S-Class,"2,021",Black,300,Brand New,
VHL12437,Abuja,Bentley,Bentley Mulsanne Base Ext WB,"2,019",White,225,Brand New,3248
VHL11378,Lagos,Mercedes-Benz,C280,"2,006",Black,2.4,Foreign Used,
VHL10544,Lagos,Mercedes-Benz,C300,"2,010",Black,4.6,,1234
VHL10744,Lagos,Lexus,ES,"2,007",Gray,4.9,Foreign Used,
VHL16794,Abuja,Lexus,GX,"2,016",Gray,20.5,Foreign Used,
VHL14644,Lagos,Land Rover,Range Rover Sport HSE 4x4 (3.0L 6cyl 8A),"2,014",Black,24.9,Foreign Used,
VHL17571,Abuja,Toyota,Camry,"2,002",Gold,1.65,Nigerian Used,
VHL10728,Abuja,Hyundai,Veloster,"2,016",White,5.4,Foreign Used,
VHL12795,Lagos,Acura,TLX V6 SH-AWD (3.5L 6cyl 9A),"2,017",Black,14.05,Foreign Used,
VHL13340,Lagos,Mercedes-Benz,M Class,"2,015",White,15.5,Foreign Used,
VHL19473,Lagos,Toyota,Camry,"2,007",White,4,Foreign Used,75000
VHL14055,Abuja,Toyota,Hilux SR 4x4,"2,013",White,6.5,Nigerian Used,112546
VHL14685,Lagos,Lexus,ES 350,"2,009",Black,3.97,Foreign Used,
VHL17684,Abuja,Lexus,IS,,Silver,5.5,Foreign Used,78000
VHL17702,Lagos,Lexus,ES 350,"2,010",Green,6.2,Foreign Used,125000
VHL15679,Abuja,Hyundai,Sonata,"2,015",Black,8.7,Foreign Used,45000
VHL19177,Lagos,Ford,Explorer,"2,005",Red,2.36,,181952
VHL10811,Abuja,Mercedes-Benz,GLE-Class,"2,019",White,60,Brand New,13000
VHL13348,Lagos,Lexus,ES 350 FWD,"2,019",Gold,29.5,Foreign Used,23000
VHL15636,Abuja,Mercedes-Benz,CLS 550 4MATIC,"2,012",White,14,Foreign Used,84028
VHL18602,Lagos,Audi,A8 4 TDi Quattro,"2,006",Black,3.38,Foreign Used,256169
VHL17120,Abuja,Mercedes-Benz,GLE-Class,"2,016",Black,18.5,Foreign Used,102000
VHL10320,Ibadan,Toyota,4-Runner Limited 2WD,"2,012",Gray,9.9,Foreign Used,
VHL17925,Lagos,Lexus,LX 570 AWD,"2,020",White,75,Foreign Used,
VHL15167,Lagos,Toyota,Tacoma,"1,999",Green,3.4,Foreign Used,100000
VHL19744,Lagos,Lexus,GX,"2,008",Gold,8.5,Foreign Used,
VHL19308,Abuja,Toyota,Camry SE FWD (2.5L 4cyl 8AM),"2,018",Black,11,Foreign Used,53930
VHL11556,Lagos,Infiniti,FX35,"2,008",Black,3.85,Foreign Used,168593
VHL19957,Lagos,Ford,Explorer,"2,011",Red,5.63,Nigerian Used,84719
VHL10805,Ibadan,Toyota,Sienna LE 7 Passenger,"2,011",Burgandy,5,Foreign Used,
VHL12338,Lagos,Mazda,CX-7,"2,007",Blue,2.59,Nigerian Used,155813
VHL15166,Abuja,Mercedes-Benz,CLK 350 Coupe,"2,006",Silver,2.2,Nigerian Used,
VHL14536,Abuja,Mercedes-Benz,C350,"2,009",Black,4.9,Foreign Used,
VHL12788,Abuja,Toyota,Sienna XLE,"2,005",Gold,1.85,Nigerian Used,
VHL14644,Abuja,Land Rover,Range Rover,"2,015",Gray,55,Foreign Used,45592
VHL11554,Abuja,Pontiac,Vibe,"2,009",Red,3.3,Foreign Used,
VHL17237,Ibadan,Opel,Zafira 2,"2,001",Silver,2.1,Foreign Used,142589
VHL16007,Abuja,Mercedes-Benz,C350,"2,009",Black,4.5,Foreign Used,
VHL12827,Ibadan,Lexus,RX 450h,"2,011",Gold,12,Foreign Used,125000
VHL12680,Abuja,Toyota,Highlander,"2,021",Gray,26,Foreign Used,
VHL10016,Lagos,Toyota,Venza V6 AWD,"2,012",White,9,Foreign Used,
VHL18096,Abuja,Hyundai,Elantra,"2,010",Black,,Foreign Used,
VHL14682,Ibadan,Toyota,Corolla CE,"2,005",Green,1.8,Nigerian Used,173589
VHL14787,Abuja,Toyota,Land Cruiser Prado 4,"2,020",Black,45,Brand New,21
VHL13180,Abuja,Mercedes-Benz,G-Class,"2,003",Black,7.9,,200845
VHL11797,Abuja,Toyota,Camry,"2,008",Red,2.5,Nigerian Used,
VHL19786,Abuja,Mercedes-Benz,E350,"2,014",White,11.5,Foreign Used,40398
VHL14694,Lagos,Land Rover,Range Rover,"2,006",Red,3.38,Foreign Used,213515
VHL10554,Abuja,Toyota,Avalon XSE,"2,020",White,24.5,Foreign Used,9000
VHL19377,Abuja,Mercedes-Benz,C300,"2,008",White,3.6,Nigerian Used,88000
VHL10452,Abuja,Toyota,Corolla,"2,009",White,3.35,Nigerian Used,
VHL14723,Abuja,Toyota,Corolla,"2,009",Silver,3.9,Foreign Used,87439
VHL12689,Abuja,Toyota,Camry,"2,013",Red,5.75,Foreign Used,
VHL12839,Abuja,Nissan,Murano SL 4WD,"2,009",Silver,4,Nigerian Used,
VHL10741,Lagos,Toyota,Highlander,"2,013",Black,9.2,Foreign Used,75000
VHL19235,Abuja,Lexus,GX 470 Sport Utility,"2,006",Black,4.85,Nigerian Used,52352
VHL18725,Lagos,Toyota,Venza,"2,014",White,10.3,Foreign Used,70412
VHL14701,Abuja,Toyota,Camry XSE FWD,"2,020",Red,19,Foreign Used,22000
VHL14158,Abuja,Lexus,RX,"2,004",Blue,4,Nigerian Used,
VHL11483,Abuja,BMW,6 Series,"2,005",Silver,2.9,Nigerian Used,
VHL19980,Abuja,Toyota,RAV4 XLE AWD (2.5L 4cyl 6A),"2,013",Black,8.6,Foreign Used,89988
VHL16904,Ibadan,Toyota,Camry,"2,004",Blue,2.25,Foreign Used,229604
VHL13708,Lagos,Mercedes-Benz,C300,"2,015",White,11.21,,54410
VHL10265,Lagos,Mercedes-Benz,E300,"2,017",White,18.2,Foreign Used,71258
VHL17154,Lagos,Mercedes-Benz,C300,"2,011",Silver,5.2,Foreign Used,75000
VHL19860,Lagos,Toyota,Corolla,"2,003",Green,2.25,Foreign Used,202544
VHL10080,Abuja,Lexus,RX 330,"2,005",Silver,3.55,Nigerian Used,
VHL10654,Lagos,Toyota,Camry,"2,013",Silver,6.25,Foreign Used,985231
VHL19570,Lagos,Toyota,Camry,"2,010",Gray,3.15,Nigerian Used,237290
VHL15537,Abuja,Mercedes-Benz,E350,"2,010",Gray,6.5,Foreign Used,71000
VHL11274,Lagos,Lexus,Gs,"2,006",Purple,2.03,,136124
VHL16668,Abuja,Toyota,Highlander,"2,007",Blue,3.5,Foreign Used,118588
VHL13556,Lagos,Mercedes-Benz,S-Class,"2,019",Black,150,Brand New,
VHL18132,Lagos,Mercedes-Benz,M Class ML 550 4Matic,"2,012",White,16,Foreign Used,64510
VHL17208,Lagos,Toyota,RAV4,"2,016",Red,12.5,Foreign Used,
VHL19677,Lagos,Toyota,Camry,"2,012",Gray,4.9,Foreign Used,
VHL11873,Ibadan,Toyota,Highlander XLE V6 4x4 (3.5L 6cyl 6A),"2,016",Blue,16.4,Foreign Used,44000
